Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Elevation_m,Slope_deg,Ruggedness,Dist_to_Highway_m,LULC_Friction,Dist_to_Settlement_m,Reference,Title,Expert_Class,Confidence,Expert_Reasoning
loc_00601,Al Garn lake,35.022547,-5.205902,1198.3670654296875,14.14845360896223,8.59828125,2.7719677794512214,0.15,17223.671525725607,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00626,Canyon of Laou river,35.280073,-5.233774,167.2307586669922,29.571974665230776,15.772229614257812,3.824617332620272,0.55,12767.996996107016,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00618,Cascades of Talembote,35.296245,-5.22719,220.7696533203125,27.892714296640914,15.690253295898437,6.222585255668675,0.55,14658.645041292211,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00449,Ametrasse fallen blocks,35.07907970516082,-5.08136111904997,862.85546875,37.43140722081393,22.99759765625,16.417841904572068,0.55,19714.66910578958,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †",,,
loc_00450,Jbel Chrafate Panorama,35.0790706925359,-5.081361152532858,862.85546875,37.43140465248407,22.99759765625,16.669558061627903,0.55,19715.17430008565,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †",,,
loc_00452,Koudiat Sbaâ Panorama,35.06633352933115,-5.040103522290227,1003.3384399414062,11.22407671869156,6.03478759765625,34.971524121457335,0.05,23679.429191110798,Louz et al.2022a,"Geological heritage of the Taguelft syncline (M'Goun Geopark): Inventory, assessment, and promotion for geotourism development (Central High Atlas, Morocco)",,,
loc_00546,Ouachtam beach,35.505256,-5.154237,12.583038330078123,18.732235205578764,12.29179451942444,37.18239356430906,0.15,16530.98524959051,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00608,Rockfall niche of Ametras,35.083446,-5.079801,836.2837524414062,11.665645365896449,7.51539794921875,39.50493267191064,0.15,19597.181443783786,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00561,Tala Youssef beach,35.236105,-3.981783,3.235933780670166,13.899740547276233,9.865088443756104,42.53804475502481,0.9,4791.762440107303,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00560,Boumehdi beach,35.238055,-3.975661,0.711591899394989,6.1291129093348085,3.063108727931976,45.63099569599655,0.9,4203.779744057535,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00547,Cape of Mekkad,35.475134,-5.108713,102.78482818603516,26.690776704760736,16.362431030273438,48.50765512931152,0.55,21781.500081982147,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00614,Cascades of Akherkhour,35.300691,-5.20585,290.78033447265625,11.880020393172664,7.41558837890625,51.50082011404642,0.15,15728.313013808774,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00448,Bab Taza Phtanites,35.064510140672404,-5.181156471058046,891.7669067382812,17.47834049547339,12.24082763671875,52.12916928276498,0.35,14046.485264010807,Louz et al.2022,"Inventory and Enhancement of Geological Heritage in the Ouzoud Syncline (M’Goun UNESCOGeopark, Central High Atlas, Morocco): First Step for Promoting Geotourism and Sustainable Development †",,,
loc_00521,Ketama spring,34.875649,-4.626438,1291.8304443359375,14.77854673267532,7.7059130859375,71.40684434839311,0.55,66925.73002111171,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",,,
loc_00482,Taht Lghar cave,35.304508,-5.195604,359.1605224609375,6.191226510145497,3.442685546875,71.44397757855512,0.15,16475.416395412198,Ben Ali et al.2025,From inventory and quantitative assessment of geosites to sustainable development: Case study of the Flyshs georoad of the Tangier Peninsula,,,
loc_00584,Fauld of Mtioua,35.31734,-4.92847,85.08541870117188,27.51906528042337,17.66835678100586,75.80254525774023,0.15,35008.2478336031,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00501,Lkhoujja spring,35.260086,-5.260401,216.9290771484375,18.30093635626337,8.664998168945312,85.22978044685284,0.1,10178.960417200307,Ait Barka et al.2022,THE KARST LANDSCAPES OF BENI MELLAL ATLAS (CENTRAL MOROCCO): IDENTIFICATION FOR PROMOTING GEOCONSERVATION AND TOURISM,,,
loc_00540,Martil beach,35.624365,-5.271424,0.0,0.0,0.0,90.56290633805068,0.9,808.4915652285586,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",,,
loc_00565,Quemado beach,35.244087,-3.92618,0.0,1.4818345804897866,0.4119707202911377,110.06544431997064,0.1,381.2971933359099,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00534,Rifiyin beach,35.837834,-5.35421,19.180435180664062,9.157587134463885,4.649205207824707,123.03197248839622,0.2,668.0696414234682,"Contribution to the inventory of Morocco’s geological heritage: The coastal geosites of Agadir Ida-Outanane (western High Atlas, Morocco)","A quantitative study of the geosites in the hinterland of Agadir Ida-Outanane (Western High Atlas, Morocco)",,,
loc_00530,Oued Lmarsa beach,35.904153,-5.446488,0.7845090627670288,1.8016786662559772,1.185533435344696,130.65823353322773,0.1,10530.703251649862,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",,,
loc_00609,Badlands of Idsoulyene,35.001798,-5.370017,543.3031005859375,29.89287142584586,17.5478662109375,132.35698869666217,0.55,20744.06245948236,"Salhi et al., 2026",Assessment of Geosites in Northern Morocco_Diversity and Richness with Potential for Socioeconomic Development,,,
loc_00528,Ksar Seghir beach,35.844381,-5.553495,0.0,4.964306462551895,4.052738037109375,143.27890324771474,0.15,17322.524955255456,"Aoulad-Sidi-Mhend et al., 2019b","A quantitative approach to geosites assessment of
the Talassemtane National Park (NW of Morocco)",,,
